NCTId;Sponsor;Place;City/state
NCT00696436;Takeda;;Campinas
NCT00696436;Takeda;;Fortaleza
NCT00696436;Takeda;;Goiaenia
NCT00696436;Takeda;;Joildille
NCT00696436;Takeda;;Porto Alegre
NCT00696436;Takeda;;Rio Janeiro
NCT00696436;Takeda;;São Paulo
NCT00696436;Takeda;;Sorocava
NCT01823744;Société des Produits Nestlé (SPN);Campus Universitário USP, Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto;Ribeirão Preto
NCT02008344;MDVI, LLC;;Belo Horizonte
NCT02008344;MDVI, LLC;;Juiz de Fora
NCT02008344;MDVI, LLC;;Curitiba
NCT02008344;MDVI, LLC;;Passo Fundo
NCT02008344;MDVI, LLC;;Porto Alegre
NCT02008344;MDVI, LLC;;Porto Alegre
NCT02008344;MDVI, LLC;;Campinas
NCT02008344;MDVI, LLC;;Santo André
NCT02008344;MDVI, LLC;;Santo André
NCT02008344;MDVI, LLC;;São Paulo
NCT02008344;MDVI, LLC;;São Paulo
NCT02008344;MDVI, LLC;;São Paulo
NCT02008344;MDVI, LLC;;Brasília
NCT05296798;Hoffmann-La Roche;Pronutrir - suporte nutricional e quimioterapia ltda.;Fortaleza
NCT05296798;Hoffmann-La Roche;Hospital Sao Rafael - HSR;Salvador
NCT05296798;Hoffmann-La Roche;Hospital Araujo Jorge;Goiânia
NCT05296798;Hoffmann-La Roche;Hospital do Câncer de Londrina;Londrina
NCT05296798;Hoffmann-La Roche;Hospital do Cancer de Pernambuco - HCP;Recife
NCT05296798;Hoffmann-La Roche;Oncosite - Centro de Pesquisa Clinica Em Oncologia Ltda;Ijuí
NCT05296798;Hoffmann-La Roche;Hospital Nossa Senhora da Conceicao;Porto Alegre
NCT05296798;Hoffmann-La Roche;Hospital de Amor Amazônia;Porto Velho
NCT05296798;Hoffmann-La Roche;Fundação Pio XII Hospital de Câncer de Barretos;Barretos
NCT05296798;Hoffmann-La Roche;Instituto do Cancer do Estado de Sao Paulo - ICESP;São Paulo
NCT05296798;Hoffmann-La Roche;Clinica de Pesquisa e Centro de Estudos em Oncologia Ginecologica e Mamaria Ltda;São Paulo
NCT06758206;Federal University of Vicosa;Universidade Federal de Viçosa;Viçosa
NCT06758206;Federal University of Vicosa;Federal University of Viçosa, Viçosa - Minas Gerais;Viçosa
NCT05790915;Hospital Sao Domingos;Hospital Sao Domingos;São Luís
NCT01813435;ECRI bv;Research centre Rio de Janeiro, 5503;Rio de Janeiro
NCT01813435;ECRI bv;Research centre Rio de Janeiro, 5504;Rio de Janeiro
NCT01813435;ECRI bv;Research centre Sao Paulo, 5501;São Paulo
NCT01813435;ECRI bv;Research centre Sao Paulo, 5502;São Paulo
NCT01813435;ECRI bv;Research centre Uberlândia, 5505;Uberlândia
NCT00244725;GlaxoSmithKline;GSK Investigational Site;Porto Alegre
NCT00244725;GlaxoSmithKline;GSK Investigational Site;Porto Alegre
NCT02662465;Universidade Federal do Rio Grande do Norte;Universidade Federal do Rio Grande do Norte;Natal
NCT00768300;Gilead Sciences;;São Paulo
NCT00768300;Gilead Sciences;;Belo Horizonte
NCT00768300;Gilead Sciences;;Florianópolis
NCT00768300;Gilead Sciences;;Goiânia
NCT00768300;Gilead Sciences;;Porto Alegre
NCT00768300;Gilead Sciences;;Porto Alegre
NCT00768300;Gilead Sciences;;Porto Alegre
NCT00768300;Gilead Sciences;;Rio de Janeiro
NCT00768300;Gilead Sciences;;Santo André
NCT01971034;Instituto do Cancer do Estado de São Paulo;ICESP;São Paulo
NCT04590963;AstraZeneca;Research Site;Belo Horizonte
NCT04590963;AstraZeneca;Research Site;Porto Alegre
NCT04590963;AstraZeneca;Research Site;Rio de Janeiro
NCT04590963;AstraZeneca;Research Site;São Paulo
NCT04590963;AstraZeneca;Research Site;São Paulo
NCT04590963;AstraZeneca;Research Site;São Paulo
NCT04590963;AstraZeneca;Research Site;São Paulo
NCT01204593;Sanofi;Investigational Site Number 076-007;Curitiba
NCT01204593;Sanofi;Investigational Site Number 076-003;Distrito Federal
NCT01204593;Sanofi;Investigational Site Number 076-010;Fortaleza
NCT01204593;Sanofi;Investigational Site Number 076-006;Marília
NCT01204593;Sanofi;Investigational Site Number 076-004;Porto Alegre
NCT01204593;Sanofi;Investigational Site Number 076-002;São Paulo
NCT04835233;Federal University of Paraíba;UFPB Paraíba Federal University;João Pessoa
NCT01409408;Hospital Universitario Pedro Ernesto;Hospital Universitario Pedro Ernesto;Rio de Janeiro
NCT06245408;Amgen;SER - Serviços Especializados em Reumatologia da Bahia S/S - ME;Salvador
NCT06245408;Amgen;Irmandade da Santa Casa de Misericórdia de Belo Horizonte - PPDS;Belo Horizonte
NCT06245408;Amgen;Centro de Estudos em Terapias Inovadoras;Curitiba
NCT06245408;Amgen;LMK Servicos Medicos SS;Porto Alegre
NCT05081687;Hospital Israelita Albert Einstein;Hospital Municipal Vila Santa Catarina;São Paulo
NCT05139316;Ultragenyx Pharmaceutical Inc;Hospital de Clinicas de Porto Alegre;Porto Alegre
NCT01753804;BioMarin Pharmaceutical;Hospital das Clinicas da Faculdade de Medicina da USP;São Paulo
NCT01852149;Mitralign, Inc.;Instituto Dante Passanese de Cardiologia;São Paulo
NCT04615949;Cardiol Therapeutics Inc.;Science Valley Research Institute;Campo Largo
NCT04615949;Cardiol Therapeutics Inc.;Universidade Estadual de Maringa;Maringá
NCT04615949;Cardiol Therapeutics Inc.;Hospital São Lucas PUCRS;Porto Alegre
NCT04615949;Cardiol Therapeutics Inc.;Irmandade Santa Casa de Misericórdia;Porto Alegre
NCT04615949;Cardiol Therapeutics Inc.;Núcleo de Ensino e Pesquisa do Instituto Mário Penna;Conjunto ACM
NCT04615949;Cardiol Therapeutics Inc.;Fundação Pio XII - Hospital de Amor Barretos;Barretos
NCT04615949;Cardiol Therapeutics Inc.;IPECC-Instituto de Pesquisa Clínica de Campinas;Campinas
NCT04615949;Cardiol Therapeutics Inc.;Instituto do Coração do HCFMUSP;Cerqueira César
NCT04615949;Cardiol Therapeutics Inc.;SVRI- Irmandade de Santa Casa de Misercordia de Santos;Jabaquara
NCT04615949;Cardiol Therapeutics Inc.;Science Valley Research Institute;Santo André
NCT04615949;Cardiol Therapeutics Inc.;Fundação Faculdade Regional de Medicine de Sao Jose do Rio Preto (SJRP);São José do Rio Preto
NCT04615949;Cardiol Therapeutics Inc.;Complexo Hospitalar de Niteroi- Centro de Pesquisa Clinica;Rio de Janeiro
NCT05648448;University of Oxford;Universidade Federal de Minas Gerais;Minas Gerais
NCT01566240;University College, London;Instituto do Câncer do Estado de São Paulo;São Paulo
NCT03658850;University of Sao Paulo;Hospital das Clinicas da Faculdade de Medicina da Universidade de São Paulo;São Paulo
NCT06527404;Amgen;Clinica Instituto Bahiano de Imunoterapia - Medicina, Reumatologia e Dermatologia ltda;Salvador
NCT06527404;Amgen;Irmandade da Santa Casa de Misericordia de Porto Alegre;Porto Alegre
NCT06527404;Amgen;Universidade Estadual Paulista Julio de Mesquita Filho;Botucatu
NCT06527404;Amgen;Fundacao Abc - Centro Univ Fmabc;Santo André
NCT06527404;Amgen;Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo;São Paulo
NCT06527404;Amgen;IBPClin Instituto Brasil de Pesquisa Clinica;Rio de Janeiro
NCT06091384;D'Or Institute for Research and Education;D'Or Institute of Research and Education;São Paulo
NCT03882515;University of the State of Santa Catarina;Santa Catarina State University;Florianópolis
NCT03216317;Hospital Israelita Albert Einstein;Unidade Básica de Saúde;Petrolina
NCT05455684;Janssen Research & Development, LLC;Universidade Federal do Ceara Hospital Universitario Walter Cantidio;Fortaleza
NCT05455684;Janssen Research & Development, LLC;Instituto Goiano de Neuropsiquiatria;Goiânia
NCT05455684;Janssen Research & Development, LLC;NPCRS Nucleo de Pesquisa Clinica do Rio Grande do Sul;Porto Alegre
NCT05455684;Janssen Research & Development, LLC;Ruschel Medicina e Pesquisa Clínica Ltda;Rio de Janeiro
NCT05455684;Janssen Research & Development, LLC;CEMEC - Centro Multidisciplinar de Estudos Clínicos;São Bernardo do Campo
NCT05455684;Janssen Research & Development, LLC;Fundacao Faculdade Regional de Medicina de Sao Jose do Rio Preto Hospital de Base;São José do Rio Preto
NCT05455684;Janssen Research & Development, LLC;CPQuali Pesquisa Clinica LTDA ME;São Paulo
NCT05455684;Janssen Research & Development, LLC;BR Trials;São Paulo
NCT01235585;Hoffmann-La Roche;;Salvador
NCT01235585;Hoffmann-La Roche;;Goiânia
NCT01235585;Hoffmann-La Roche;;Belo Horizonte
NCT01235585;Hoffmann-La Roche;;Curitiba
NCT01235585;Hoffmann-La Roche;;Rio de Janeiro
NCT01235585;Hoffmann-La Roche;;Pelotas
NCT01235585;Hoffmann-La Roche;;Porto Alegre
NCT01235585;Hoffmann-La Roche;;Itapira
NCT01235585;Hoffmann-La Roche;;São Paulo
NCT01235585;Hoffmann-La Roche;;São Paulo
NCT03306043;GlaxoSmithKline;GSK Investigational Site;Porto Alegre
NCT03306043;GlaxoSmithKline;GSK Investigational Site;Santo André - SP
NCT03306043;GlaxoSmithKline;GSK Investigational Site;Sorocaba
NCT01031017;University of Sao Paulo;Hospital das Clinicas;São Paulo
NCT01487291;Universidade Federal do Rio de Janeiro;Institudo de Psiquiatria da UFRJ;Rio de Janeiro
NCT07099690;Federal University of Rio Grande do Sul;Hospital de Clínicas de Porto Alegre;Porto Alegre
NCT01544933;Universidade de Passo Fundo;Rodrigo Tisot;Passo Fundo
NCT02656784;Universidade Estadual do PiauÍ;Piauí State University - UESPI;Teresina
NCT03923426;Pfizer;Hospital Felício Rocho;Belo Horizonte
NCT03923426;Pfizer;Hospital Vera Cruz;Belo Horizonte
NCT03923426;Pfizer;CEPETI - Centro de Estudos e Pesquisa em Emergências Médicas e Terapia Intensiva;Curitiba
NCT03923426;Pfizer;Hospital Moinho de Ventos;Porto Alegre
NCT03923426;Pfizer;Hospital de Caridade de Santa Maria -HCAA;Santa Maria
NCT02535585;University of Sao Paulo;Departamento de Ortopedia e Traumatologia do Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo;São Paulo
NCT06959043;Maria Elizabeth Rossi da Silva;Universidade de São Paulo (USP);São Paulo
NCT05466240;Atea Pharmaceuticals, Inc.;Atea Study Site;Belo Horizonte
NCT05466240;Atea Pharmaceuticals, Inc.;Atea Study Site;Campo Grande
NCT05466240;Atea Pharmaceuticals, Inc.;Atea Study Site;Cuiabá
NCT05466240;Atea Pharmaceuticals, Inc.;Atea Study Site;Manaus
NCT05466240;Atea Pharmaceuticals, Inc.;Atea Study Site;Natal
NCT05466240;Atea Pharmaceuticals, Inc.;Atea Study Site;Porto Velho
NCT05466240;Atea Pharmaceuticals, Inc.;Atea Study Site;Recife
NCT05466240;Atea Pharmaceuticals, Inc.;Atea Study Site;Ribeirão Preto
NCT05466240;Atea Pharmaceuticals, Inc.;Atea Study Site;Rio de Janeiro
NCT05466240;Atea Pharmaceuticals, Inc.;Atea Study Site;São José do Rio Preto
NCT05466240;Atea Pharmaceuticals, Inc.;Atea Study Site;São Paulo
NCT03540589;Hospital Nossa Senhora da Conceicao;Hospital Moinhos de Vento;Porto Alegre
NCT06068374;University of Nove de Julho;Universidade Nove de Julho;São Paulo
NCT03170518;Janssen Research & Development, LLC;Hospital Universitario Joao de Barros Barreto - UFPA;Belém
NCT03170518;Janssen Research & Development, LLC;Santa Casa de Misericordia de Belo Horizonte;Belo Horizonte
NCT03170518;Janssen Research & Development, LLC;Condominio Centro Clinico do Lago;Brasília
NCT03170518;Janssen Research & Development, LLC;Centro de Diabetes Curitiba Ltda;Curitiba
NCT03170518;Janssen Research & Development, LLC;Núcleo de Pesquisa Clinica;Porto Alegre
NCT03170518;Janssen Research & Development, LLC;Instituto da Criança com Diabetes do Rio Grande do Sul - ICDRS;Porto Alegre
NCT03170518;Janssen Research & Development, LLC;Ruschel Medicina e Pesquisa Clínica Ltda;Rio de Janeiro
NCT03170518;Janssen Research & Development, LLC;Hospital e Maternidade Dr Christovao da Gama S.A;Santo André
NCT03170518;Janssen Research & Development, LLC;IPEC - Instituto de Pesquisa Clínica Ltda;São Paulo
NCT03170518;Janssen Research & Development, LLC;Hospital Das Clinicas Da Faculdade De Medicina Da USP;São Paulo
NCT03170518;Janssen Research & Development, LLC;Santa Casa de Misericórdia de Votuporanga;Votuporanga
NCT04610138;Clene Nanomedicine;PROCAPE;Santo Amaro
NCT04610138;Clene Nanomedicine;Projeto Praca Onze;Centro
NCT04610138;Clene Nanomedicine;IBPClin;Glória
NCT04610138;Clene Nanomedicine;Casa de Saúde;Campinas
NCT04610138;Clene Nanomedicine;IPECC;São Paulo
NCT01393548;Ache Laboratorios Farmaceuticos S.A.;Ache Laboratorios Farmaceuticos;Guarulhos
NCT05157178;The Immunobiological Technology Institute (Bio-Manguinhos) / Oswaldo Cruz Foundation (Fiocruz);Instituto de Tecnologia do Paraná (TECPAR);Curitiba
NCT05157178;The Immunobiological Technology Institute (Bio-Manguinhos) / Oswaldo Cruz Foundation (Fiocruz);Hospital Universitário Pedro Ernesto/ UERJ;Rio de Janeiro
NCT05157178;The Immunobiological Technology Institute (Bio-Manguinhos) / Oswaldo Cruz Foundation (Fiocruz);Policlinica Lincoln de Freitas Filho;Rio de Janeiro
NCT05157178;The Immunobiological Technology Institute (Bio-Manguinhos) / Oswaldo Cruz Foundation (Fiocruz);Unidade de Ensaios Clínicos em Imunobiológicos;Rio de Janeiro
NCT01306435;University of Sao Paulo General Hospital;University of São Paulo General Hospital;São Paulo
NCT04216810;Faculdade de Ciências Médicas da Santa Casa de São Paulo;Claudio Cazarini Júnior;São Paulo
NCT04225520;Universitaire Ziekenhuizen KU Leuven;Dante Pazzanese Institute of Cardiology;São Paulo
NCT04455685;Libbs Farmacêutica LTDA;Augusto Theodoro de Figueiredo;São Paulo
NCT03632785;University of Sao Paulo;José Carlos Nicolau;São Paulo
NCT03904940;Federal University of São Paulo;Universidade Federal de Sao Paulo;São Paulo
NCT04216589;National Institute of Allergy and Infectious Diseases (NIAID);Instituto de Pesquisa Clinica Evandro Chagas (IPEC) CRS (Site ID: 12101);Rio de Janeiro
NCT05475691;Hospital Israelita Albert Einstein;HUPES - Escola Bahiana de Medicina e Saúde Pública;Salvador
NCT05475691;Hospital Israelita Albert Einstein;UFMG - Universidade Federal de Minas Gerais - Hospital das Clínicas;Belo Horizonte
NCT05475691;Hospital Israelita Albert Einstein;Hospital Infantil Pequeno Príncipe;Curitiba
NCT05475691;Hospital Israelita Albert Einstein;Instituto de Puericultura e Pediatria Martagão Gesteira da UFRJ;Rio de Janeiro
NCT05475691;Hospital Israelita Albert Einstein;HCPA - Hospital de Clínicas de Porto Alegre;Porto Alegre
NCT05475691;Hospital Israelita Albert Einstein;Unicamp - Hospital de Clínicas da Universidade Estadual de Campinas;Campinas
NCT05475691;Hospital Israelita Albert Einstein;Hospital Israelita Albert Einstein;São Paulo
NCT05475691;Hospital Israelita Albert Einstein;Instituto da Criança do Hospital das Clínicas de São Paulo - FMUSP;São Paulo
NCT00820690;Barretos Cancer Hospital;Barretos Cancer Hospital;Barretos
NCT06450197;AstraZeneca;Research Site;Campinas
NCT06450197;AstraZeneca;Research Site;Curitiba
NCT06450197;AstraZeneca;Research Site;Jaú
NCT06450197;AstraZeneca;Research Site;Porto Alegre
NCT06450197;AstraZeneca;Research Site;Santo André
NCT06450197;AstraZeneca;Research Site;São José do Rio Preto
NCT06450197;AstraZeneca;Research Site;São Paulo
NCT06450197;AstraZeneca;Research Site;São Paulo
NCT00596713;Associação Fundo de Incentivo à Pesquisa;AFIP;São Paulo
NCT01651923;Azidus Brasil;LAL Clínica Pesquisa e Desenvolvimento Ltda.;Valinhos
NCT00738179;Adelaide Institute for Sleep Health;Brazil Principal Investigator: Geraldo Lorenzi Filho, Heart Institute, University of São Paulo;São Paulo
NCT03221855;Hospital de Clinicas de Porto Alegre;Hospital de Clínicas de Porto Alegre;Porto Alegre
NCT03446378;Universidade Federal de Pernambuco;Federal University of Pernambuco, Applied Neuroscience Laboratory;Recife
NCT03843125;Eli Lilly and Company;SER - Serviços Especializados em Reumatologia da Bahia S/S - ME;Salvador
NCT03843125;Eli Lilly and Company;Santa Casa de Misericordia de Belo Horizonte;Belo Horizonte
NCT03843125;Eli Lilly and Company;Centro de Estudos em Terapias Inovadoras-CETI;Curitiba
NCT03843125;Eli Lilly and Company;EDUMED - Educação em Saúde Ltda.;Curitiba
NCT03843125;Eli Lilly and Company;LMK Serviços Médicos S/S;Porto Alegre
NCT03843125;Eli Lilly and Company;Hospital de Clinicas UNICAMP;Campinas
NCT03843125;Eli Lilly and Company;Oncovida- Centro de Onco-Hematologia de Mato Grosso;Cuiabá
NCT02102620;Federal University of São Paulo;Federal University of São Paulo;São Paulo
NCT03286647;University of Sao Paulo General Hospital;Department and Institute of Psychiatry - FMUSP;São Paulo
NCT03032185;Secretaria Municipal de Saúde de Rolante;Andressa de Souza;Canoas
NCT02764840;São Paulo State University;Paulista State University;Presidente Prudente
NCT03469440;Instituto do Coracao;Incor - Heart Institute - University of Sao Paulo;São Paulo
NCT04149574;Bristol-Myers Squibb;Local Institution - 0050;Uberlândia
NCT04149574;Bristol-Myers Squibb;Local Institution - 0048;Porto Alegre
NCT04149574;Bristol-Myers Squibb;Local Institution - 0047;Itajaí
NCT04149574;Bristol-Myers Squibb;Local Institution - 0049;Rio de Janeiro
NCT01396460;Gastrocirurgia, Brazil;Gastrocirurgia de Brasilia;Brasília
NCT03397706;Viracta Therapeutics, Inc.;Centro de Hematologia e Oncologia da Bahia (CEHON);Salvador
NCT03397706;Viracta Therapeutics, Inc.;Hospital de Cancer de Pernambuco (HCP);Recife
NCT03397706;Viracta Therapeutics, Inc.;Hospital do Cancer Mae de Deus;Porto Alegre
NCT03397706;Viracta Therapeutics, Inc.;Real e Benemerita Associacao Portuguesa de Beneficencia;São Paulo
NCT03397706;Viracta Therapeutics, Inc.;Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo (HC-FMUSP);São Paulo
NCT03397706;Viracta Therapeutics, Inc.;Hospital Santa Marcelina;São Paulo
NCT01392326;Novartis Pharmaceuticals;Novartis Investigative Site;Porto Alegre
NCT01392326;Novartis Pharmaceuticals;Novartis Investigative Site;São Paulo
NCT01392326;Novartis Pharmaceuticals;Novartis Investigative Site;São Paulo
NCT03566043;REGENXBIO Inc.;Hospital de Clinicas de Porto Alegre;Porto Alegre
NCT05415215;Hoffmann-La Roche;Crio - Centro Regional Integrado de Oncologia;Fortaleza
NCT05415215;Hoffmann-La Roche;Hospital Araujo Jorge;Goiânia
NCT05415215;Hoffmann-La Roche;Hospital Nossa Senhora da Conceicao;Porto Alegre
NCT05415215;Hoffmann-La Roche;Clinica de Pesquisa e Centro de Estudos em Oncologia Ginecologica e Mamaria Ltda;São Paulo
NCT00989768;Brazilan Center for Studies in Dermatology;Brazilian Center for Studies in Dermatology;Porto Alegre
NCT01288560;Ottawa Heart Institute Research Corporation;Quanta Diagnóstico e Terapia;Curitiba
NCT02180360;Universidade Federal do vale do São Francisco;Universidade Federal do Vale do São Francisco;Petrolina
